timestamp,pH,turbidez_NTU,temperatura_C
2025-05-22 00:30:00-03:00,7.252,2.78,22.18
2025-05-22 00:45:00-03:00,7.14,4.8,22.67
2025-05-22 01:00:00-03:00,7.229,3.83,22.33
2025-05-22 01:15:00-03:00,7.256,3.74,22.46
2025-05-22 01:30:00-03:00,7.169,3.6,22.51
2025-05-22 01:45:00-03:00,7.223,3.38,23.01
2025-05-22 02:00:00-03:00,7.14,3.37,22.7
2025-05-22 02:15:00-03:00,7.239,3.71,23.17
2025-05-22 02:30:00-03:00,7.288,3.27,23.24
2025-05-22 02:45:00-03:00,7.155,4.33,23.53
2025-05-22 03:00:00-03:00,7.281,3.89,23.49
2025-05-22 03:15:00-03:00,7.194,3.67,23.87
2025-05-22 03:30:00-03:00,7.196,3.79,23.49
2025-05-22 03:45:00-03:00,7.319,4.32,23.7
2025-05-22 04:00:00-03:00,7.236,3.16,23.66
2025-05-22 04:15:00-03:00,7.112,4.43,23.65
2025-05-22 04:30:00-03:00,7.194,3.81,24.06
2025-05-22 04:45:00-03:00,7.175,3.4,24.04
2025-05-22 05:00:00-03:00,7.148,4.17,24.03
2025-05-22 05:15:00-03:00,7.244,4.42,24.03
2025-05-22 05:30:00-03:00,7.242,4.07,23.66
2025-05-22 05:45:00-03:00,7.244,4.3,24.12
2025-05-22 06:00:00-03:00,7.174,4.05,23.82
2025-05-22 06:15:00-03:00,7.263,4.56,23.92
2025-05-22 06:30:00-03:00,7.142,4.31,23.99
2025-05-22 06:45:00-03:00,7.15,4.02,23.99
2025-05-22 07:00:00-03:00,7.153,2.97,23.97
2025-05-22 07:15:00-03:00,7.183,3.07,23.82
2025-05-22 07:30:00-03:00,7.207,3.85,23.79
2025-05-22 07:45:00-03:00,7.201,3.68,24.04
2025-05-22 08:00:00-03:00,7.225,3.63,23.84
2025-05-22 08:15:00-03:00,7.275,5.31,23.45
2025-05-22 08:30:00-03:00,7.211,4.64,23.55
2025-05-22 08:45:00-03:00,7.263,3.56,23.56
2025-05-22 09:00:00-03:00,7.197,3.08,23.28
2025-05-22 09:15:00-03:00,7.16,3.4,23.51
2025-05-22 09:30:00-03:00,7.214,3.75,23.06
2025-05-22 09:45:00-03:00,7.175,3.33,23.2
2025-05-22 10:00:00-03:00,7.141,4.43,22.77
2025-05-22 10:15:00-03:00,7.2,4.43,22.89
2025-05-22 10:30:00-03:00,7.194,4.85,22.68
2025-05-22 10:45:00-03:00,7.143,3.79,22.48
2025-05-22 11:00:00-03:00,7.13,4.25,22.73
2025-05-22 11:15:00-03:00,7.268,4.19,22.38
2025-05-22 11:30:00-03:00,7.099,4.28,22.28
2025-05-22 11:45:00-03:00,7.329,3.96,22.23
2025-05-22 12:00:00-03:00,7.213,3.81,21.91
2025-05-22 12:15:00-03:00,7.153,3.43,21.51
2025-05-22 12:30:00-03:00,7.28,4.78,21.98
2025-05-22 12:45:00-03:00,7.212,3.52,21.42
2025-05-22 13:00:00-03:00,7.154,3.57,21.33
2025-05-22 13:15:00-03:00,7.185,4.23,21.41
2025-05-22 13:30:00-03:00,7.266,3.56,20.94
2025-05-22 13:45:00-03:00,7.136,3.81,21.18
2025-05-22 14:00:00-03:00,7.197,4.17,21.18
2025-05-22 14:15:00-03:00,7.239,4.93,21.04
2025-05-22 14:30:00-03:00,7.211,3.6,21.12
2025-05-22 14:45:00-03:00,7.092,3.87,20.48
2025-05-22 15:00:00-03:00,7.234,4.06,20.88
2025-05-22 15:15:00-03:00,7.222,3.85,20.54
2025-05-22 15:30:00-03:00,7.157,3.93,20.58
2025-05-22 15:45:00-03:00,7.21,4.13,20.8
2025-05-22 16:00:00-03:00,7.206,4.39,20.18
2025-05-22 16:15:00-03:00,7.156,4.34,20.44
2025-05-22 16:30:00-03:00,7.233,3.61,20.38
2025-05-22 16:45:00-03:00,7.218,3.61,20.36
2025-05-22 17:00:00-03:00,7.155,4.19,20.23
2025-05-22 17:15:00-03:00,7.2,4.53,20.13
2025-05-22 17:30:00-03:00,7.249,4.24,20.4
2025-05-22 17:45:00-03:00,7.232,3.88,20.23
2025-05-22 18:00:00-03:00,7.151,4.39,20.11
2025-05-22 18:15:00-03:00,7.26,4.29,19.71
2025-05-22 18:30:00-03:00,7.204,4.06,19.67
2025-05-22 18:45:00-03:00,7.12,4.8,20.16
2025-05-22 19:00:00-03:00,7.162,2.9,19.88
2025-05-22 19:15:00-03:00,7.206,4.1,20.01
2025-05-22 19:30:00-03:00,7.217,4.27,20.43
2025-05-22 19:45:00-03:00,7.174,5.48,20.04
2025-05-22 20:00:00-03:00,7.165,3.8,20.22
2025-05-22 20:15:00-03:00,7.249,4.09,20.39
2025-05-22 20:30:00-03:00,7.18,3.26,20.36
2025-05-22 20:45:00-03:00,7.233,4.09,20.51
2025-05-22 21:00:00-03:00,7.166,3.3,20.54
2025-05-22 21:15:00-03:00,7.168,3.56,20.85
2025-05-22 21:30:00-03:00,7.153,3.18,21.01
2025-05-22 21:45:00-03:00,7.223,3.62,20.94
2025-05-22 22:00:00-03:00,7.222,4.29,20.91
2025-05-22 22:15:00-03:00,7.209,4.22,20.78
2025-05-22 22:30:00-03:00,7.228,3.36,21.13
2025-05-22 22:45:00-03:00,7.276,4.48,21.14
2025-05-22 23:00:00-03:00,7.206,2.73,21.67
2025-05-22 23:15:00-03:00,7.19,4.47,21.42
2025-05-22 23:30:00-03:00,7.278,3.96,21.7
2025-05-22 23:45:00-03:00,7.219,4.65,22.05
2025-05-23 00:00:00-03:00,7.131,4.53,22.23
2025-05-23 00:15:00-03:00,7.314,5.13,22.34
2025-05-23 00:30:00-03:00,7.221,4.14,22.19
2025-05-23 00:45:00-03:00,7.196,4.61,22.37
2025-05-23 01:00:00-03:00,7.202,5.04,22.33
2025-05-23 01:15:00-03:00,7.167,4.25,22.84
2025-05-23 01:30:00-03:00,7.167,4.81,22.35
2025-05-23 01:45:00-03:00,7.272,4.86,22.92
2025-05-23 02:00:00-03:00,7.207,4.67,23.16
2025-05-23 02:15:00-03:00,7.182,5.3,23.04
2025-05-23 02:30:00-03:00,7.147,4.76,23.31
2025-05-23 02:45:00-03:00,7.215,4.88,23.06
2025-05-23 03:00:00-03:00,7.225,5.12,23.57
2025-05-23 03:15:00-03:00,7.22,5.56,23.73
2025-05-23 03:30:00-03:00,7.283,5.95,23.71
2025-05-23 03:45:00-03:00,7.2,4.52,23.51
2025-05-23 04:00:00-03:00,7.163,4.58,23.8
2025-05-23 04:15:00-03:00,7.166,4.31,24.03
2025-05-23 04:30:00-03:00,7.288,5.52,23.91
2025-05-23 04:45:00-03:00,7.251,4.36,23.87
2025-05-23 05:00:00-03:00,7.284,4.8,23.99
2025-05-23 05:15:00-03:00,7.165,5.1,24.09
2025-05-23 05:30:00-03:00,7.13,5.16,24.14
2025-05-23 05:45:00-03:00,7.232,5.04,23.94
2025-05-23 06:00:00-03:00,7.256,4.04,23.97
2025-05-23 06:15:00-03:00,7.248,4.63,23.75
2025-05-23 06:30:00-03:00,7.23,5.74,24.17
2025-05-23 06:45:00-03:00,7.269,4.55,23.93
2025-05-23 07:00:00-03:00,7.283,4.72,24.07
2025-05-23 07:15:00-03:00,7.2,4.07,23.61
2025-05-23 07:30:00-03:00,7.21,4.19,24.01
2025-05-23 07:45:00-03:00,7.246,4.48,23.82
2025-05-23 08:00:00-03:00,7.149,4.78,23.72
2025-05-23 08:15:00-03:00,7.203,5.22,23.64
2025-05-23 08:30:00-03:00,7.204,5.07,23.47
2025-05-23 08:45:00-03:00,7.186,4.38,23.37
2025-05-23 09:00:00-03:00,7.254,3.73,23.5
2025-05-23 09:15:00-03:00,7.13,3.72,23.27
2025-05-23 09:30:00-03:00,7.195,4.81,23.26
2025-05-23 09:45:00-03:00,7.24,4.54,23.01
2025-05-23 10:00:00-03:00,7.182,4.4,22.59
2025-05-23 10:15:00-03:00,7.284,4.68,22.63
2025-05-23 10:30:00-03:00,7.187,4.76,23.04
2025-05-23 10:45:00-03:00,7.209,5.2,22.75
2025-05-23 11:00:00-03:00,7.297,4.27,22.66
2025-05-23 11:15:00-03:00,7.298,3.97,22.4
2025-05-23 11:30:00-03:00,7.189,4.56,22.81
2025-05-23 11:45:00-03:00,7.262,4.75,22.3
2025-05-23 12:00:00-03:00,7.169,4.96,21.78
2025-05-23 12:15:00-03:00,7.201,4.61,22.03
2025-05-23 12:30:00-03:00,7.158,3.43,21.61
2025-05-23 12:45:00-03:00,7.194,4.72,21.52
2025-05-23 13:00:00-03:00,7.204,5.17,21.54
2025-05-23 13:15:00-03:00,7.248,4.79,21.38
2025-05-23 13:30:00-03:00,7.229,5.21,21.13
2025-05-23 13:45:00-03:00,7.235,4.82,20.86
2025-05-23 14:00:00-03:00,7.176,5.88,20.94
2025-05-23 14:15:00-03:00,7.158,4.41,21.41
2025-05-23 14:30:00-03:00,7.187,4.77,20.79
2025-05-23 14:45:00-03:00,7.224,4.94,20.7
2025-05-23 15:00:00-03:00,7.261,4.11,20.51
2025-05-23 15:15:00-03:00,7.222,5.6,20.43
2025-05-23 15:30:00-03:00,7.272,4.99,20.49
2025-05-23 15:45:00-03:00,7.133,4.82,20.44
2025-05-23 16:00:00-03:00,7.21,3.7,20.31
2025-05-23 16:15:00-03:00,7.134,4.64,20.09
2025-05-23 16:30:00-03:00,7.205,4.95,20.25
2025-05-23 16:45:00-03:00,7.159,4.4,20.17
2025-05-23 17:00:00-03:00,7.168,4.74,20.23
2025-05-23 17:15:00-03:00,7.088,4.18,19.99
2025-05-23 17:30:00-03:00,7.18,3.39,20.08
2025-05-23 17:45:00-03:00,7.192,4.01,20.08
2025-05-23 18:00:00-03:00,7.28,4.58,19.89
2025-05-23 18:15:00-03:00,7.206,4.78,19.77
2025-05-23 18:30:00-03:00,7.163,4.84,19.98
2025-05-23 18:45:00-03:00,7.192,4.74,20.11
2025-05-23 19:00:00-03:00,7.129,5.05,20.49
2025-05-23 19:15:00-03:00,7.283,4.78,20.03
2025-05-23 19:30:00-03:00,7.18,4.69,20.36
2025-05-23 19:45:00-03:00,7.228,3.86,20.44
2025-05-23 20:00:00-03:00,7.161,4.57,20.24
2025-05-23 20:15:00-03:00,7.226,4.99,20.07
2025-05-23 20:30:00-03:00,7.107,3.61,20.37
2025-05-23 20:45:00-03:00,7.14,5.21,20.71
2025-05-23 21:00:00-03:00,7.291,4.56,20.38
2025-05-23 21:15:00-03:00,7.17,5.53,20.72
2025-05-23 21:30:00-03:00,7.181,4.39,20.55
2025-05-23 21:45:00-03:00,7.165,5.49,20.95
2025-05-23 22:00:00-03:00,7.23,5.14,20.95
2025-05-23 22:15:00-03:00,7.183,4.62,20.76
2025-05-23 22:30:00-03:00,7.228,4.04,21.34
2025-05-23 22:45:00-03:00,7.173,4.76,21.31
2025-05-23 23:00:00-03:00,7.129,5.13,21.01
2025-05-23 23:15:00-03:00,7.134,5.3,21.36
2025-05-23 23:30:00-03:00,7.195,4.97,21.92
2025-05-23 23:45:00-03:00,7.231,4.85,21.7
2025-05-24 00:00:00-03:00,7.147,3.76,21.85
2025-05-24 00:15:00-03:00,7.235,3.85,22.28
2025-05-24 00:30:00-03:00,7.193,3.89,22.17
2025-05-24 00:45:00-03:00,7.122,4.08,22.18
2025-05-24 01:00:00-03:00,7.242,4.72,22.64
2025-05-24 01:15:00-03:00,7.247,4.43,22.83
2025-05-24 01:30:00-03:00,7.083,3.61,22.62
2025-05-24 01:45:00-03:00,7.11,3.86,22.76
2025-05-24 02:00:00-03:00,7.176,5.38,23.24
2025-05-24 02:15:00-03:00,7.139,4.06,23.22
2025-05-24 02:30:00-03:00,7.213,4.21,23.03
2025-05-24 02:45:00-03:00,7.151,4.37,23.29
2025-05-24 03:00:00-03:00,7.204,5.37,23.52
2025-05-24 03:15:00-03:00,7.242,3.99,23.4
2025-05-24 03:30:00-03:00,7.17,3.99,23.68
2025-05-24 03:45:00-03:00,7.288,3.41,23.41
2025-05-24 04:00:00-03:00,7.199,4.63,23.78
2025-05-24 04:15:00-03:00,7.239,4.48,23.96
2025-05-24 04:30:00-03:00,7.281,3.49,23.87
2025-05-24 04:45:00-03:00,7.118,4.01,23.97
2025-05-24 05:00:00-03:00,7.208,4.3,23.71
2025-05-24 05:15:00-03:00,7.225,4.2,24.05
2025-05-24 05:30:00-03:00,7.165,3.78,24.04
2025-05-24 05:45:00-03:00,7.135,4.12,23.84
2025-05-24 06:00:00-03:00,7.19,3.97,23.87
2025-05-24 06:15:00-03:00,7.193,4.73,24.0
2025-05-24 06:30:00-03:00,7.188,3.84,24.14
2025-05-24 06:45:00-03:00,7.149,4.53,23.9
2025-05-24 07:00:00-03:00,7.213,3.7,23.99
2025-05-24 07:15:00-03:00,7.246,3.45,23.92
2025-05-24 07:30:00-03:00,7.23,4.11,23.65
2025-05-24 07:45:00-03:00,7.143,4.43,23.62
2025-05-24 08:00:00-03:00,7.251,4.1,23.48
2025-05-24 08:15:00-03:00,7.198,3.85,23.61
2025-05-24 08:30:00-03:00,7.201,4.11,23.47
2025-05-24 08:45:00-03:00,7.136,3.56,23.57
2025-05-24 09:00:00-03:00,7.136,3.67,23.66
2025-05-24 09:15:00-03:00,7.233,3.19,22.97
2025-05-24 09:30:00-03:00,7.205,3.76,23.39
2025-05-24 09:45:00-03:00,7.089,4.23,22.8
2025-05-24 10:00:00-03:00,7.235,4.0,22.61
2025-05-24 10:15:00-03:00,7.179,3.84,22.88
2025-05-24 10:30:00-03:00,7.128,3.8,22.64
2025-05-24 10:45:00-03:00,7.201,3.5,22.64
2025-05-24 11:00:00-03:00,7.22,4.0,22.56
2025-05-24 11:15:00-03:00,7.268,4.8,22.37
2025-05-24 11:30:00-03:00,7.177,4.53,22.53
2025-05-24 11:45:00-03:00,7.269,3.67,22.04
2025-05-24 12:00:00-03:00,7.246,4.46,22.22
2025-05-24 12:15:00-03:00,7.161,3.89,21.94
2025-05-24 12:30:00-03:00,7.239,3.63,21.73
2025-05-24 12:45:00-03:00,7.168,3.77,21.3
2025-05-24 13:00:00-03:00,7.044,3.9,21.52
2025-05-24 13:15:00-03:00,7.16,4.1,21.25
2025-05-24 13:30:00-03:00,7.227,4.51,21.19
2025-05-24 13:45:00-03:00,7.248,3.39,21.04
2025-05-24 14:00:00-03:00,7.248,4.25,21.04
2025-05-24 14:15:00-03:00,7.149,4.2,21.2
2025-05-24 14:30:00-03:00,7.259,3.75,20.5
2025-05-24 14:45:00-03:00,7.162,4.74,21.01
2025-05-24 15:00:00-03:00,7.165,4.83,20.61
2025-05-24 15:15:00-03:00,7.147,4.16,20.77
2025-05-24 15:30:00-03:00,7.188,5.08,20.33
2025-05-24 15:45:00-03:00,7.169,3.46,20.46
2025-05-24 16:00:00-03:00,7.222,3.45,20.41
2025-05-24 16:15:00-03:00,7.183,4.49,19.81
2025-05-24 16:30:00-03:00,7.287,3.48,20.11
2025-05-24 16:45:00-03:00,7.17,3.92,20.01
2025-05-24 17:00:00-03:00,7.195,3.09,19.92
2025-05-24 17:15:00-03:00,7.215,3.9,19.84
2025-05-24 17:30:00-03:00,7.235,3.01,20.29
2025-05-24 17:45:00-03:00,7.298,3.05,20.02
2025-05-24 18:00:00-03:00,7.252,3.46,20.07
2025-05-24 18:15:00-03:00,7.171,3.59,19.84
2025-05-24 18:30:00-03:00,7.145,4.21,19.71
2025-05-24 18:45:00-03:00,7.347,4.24,20.0
2025-05-24 19:00:00-03:00,7.226,4.5,20.28
2025-05-24 19:15:00-03:00,7.203,3.41,20.21
2025-05-24 19:30:00-03:00,7.12,3.87,20.27
2025-05-24 19:45:00-03:00,7.248,3.87,20.07
2025-05-24 20:00:00-03:00,7.171,4.22,20.44
2025-05-24 20:15:00-03:00,7.16,3.97,19.91
2025-05-24 20:30:00-03:00,7.215,3.86,20.48
2025-05-24 20:45:00-03:00,7.246,3.58,20.49
2025-05-24 21:00:00-03:00,7.158,4.12,20.65
2025-05-24 21:15:00-03:00,7.151,3.48,20.45
2025-05-24 21:30:00-03:00,7.208,3.96,20.38
2025-05-24 21:45:00-03:00,7.211,4.41,20.91
2025-05-24 22:00:00-03:00,7.244,4.47,20.9
2025-05-24 22:15:00-03:00,7.242,4.04,20.92
2025-05-24 22:30:00-03:00,7.196,3.97,21.4
2025-05-24 22:45:00-03:00,7.231,3.76,21.53
2025-05-24 23:00:00-03:00,7.26,4.38,21.28
2025-05-24 23:15:00-03:00,7.235,3.69,22.13
2025-05-24 23:30:00-03:00,7.208,3.85,21.74
2025-05-24 23:45:00-03:00,7.267,4.02,21.85
2025-05-25 00:00:00-03:00,7.197,4.59,21.91
2025-05-25 00:15:00-03:00,7.247,3.0,21.99
2025-05-25 00:30:00-03:00,7.203,3.52,22.24
2025-05-25 00:45:00-03:00,7.255,5.12,22.41
2025-05-25 01:00:00-03:00,7.181,3.55,22.83
2025-05-25 01:15:00-03:00,7.174,4.19,22.48
2025-05-25 01:30:00-03:00,7.223,3.95,22.64
2025-05-25 01:45:00-03:00,7.257,3.8,23.1
2025-05-25 02:00:00-03:00,7.258,3.89,23.22
2025-05-25 02:15:00-03:00,7.281,3.66,23.17
2025-05-25 02:30:00-03:00,7.147,3.52,23.37
2025-05-25 02:45:00-03:00,7.181,4.11,23.12
2025-05-25 03:00:00-03:00,7.279,3.54,23.28
2025-05-25 03:15:00-03:00,7.262,4.38,23.47
2025-05-25 03:30:00-03:00,7.227,4.37,23.6
2025-05-25 03:45:00-03:00,7.218,5.04,23.83
2025-05-25 04:00:00-03:00,7.275,4.98,23.91
2025-05-25 04:15:00-03:00,7.213,4.26,24.19
2025-05-25 04:30:00-03:00,7.219,3.54,24.06
2025-05-25 04:45:00-03:00,7.149,3.05,23.64
2025-05-25 05:00:00-03:00,7.148,3.97,23.91
2025-05-25 05:15:00-03:00,7.233,5.0,23.72
2025-05-25 05:30:00-03:00,7.232,3.46,23.79
2025-05-25 05:45:00-03:00,7.206,3.96,24.25
2025-05-25 06:00:00-03:00,7.14,4.95,23.86
2025-05-25 06:15:00-03:00,7.177,4.33,23.98
2025-05-25 06:30:00-03:00,7.236,3.38,23.8
2025-05-25 06:45:00-03:00,7.265,5.06,23.97
2025-05-25 07:00:00-03:00,7.173,4.37,23.82
2025-05-25 07:15:00-03:00,7.224,4.04,23.99
2025-05-25 07:30:00-03:00,7.167,3.62,24.1
2025-05-25 07:45:00-03:00,7.148,3.2,23.7
2025-05-25 08:00:00-03:00,7.129,4.59,23.46
2025-05-25 08:15:00-03:00,7.127,4.38,23.62
2025-05-25 08:30:00-03:00,7.223,4.16,23.24
2025-05-25 08:45:00-03:00,7.216,3.99,23.75
2025-05-25 09:00:00-03:00,7.199,2.89,23.42
2025-05-25 09:15:00-03:00,7.223,3.4,23.28
2025-05-25 09:30:00-03:00,7.156,4.08,23.04
2025-05-25 09:45:00-03:00,7.235,3.12,23.18
2025-05-25 10:00:00-03:00,7.186,2.84,23.18
2025-05-25 10:15:00-03:00,7.104,4.08,22.99
2025-05-25 10:30:00-03:00,7.302,4.56,22.82
2025-05-25 10:45:00-03:00,7.148,3.19,22.64
2025-05-25 11:00:00-03:00,7.2,3.46,22.68
2025-05-25 11:15:00-03:00,7.239,3.87,22.57
2025-05-25 11:30:00-03:00,7.227,3.53,22.54
2025-05-25 11:45:00-03:00,7.146,4.4,22.19
2025-05-25 12:00:00-03:00,7.23,5.02,22.09
2025-05-25 12:15:00-03:00,7.196,3.63,22.13
2025-05-25 12:30:00-03:00,7.267,4.69,21.64
2025-05-25 12:45:00-03:00,7.16,3.07,21.49
2025-05-25 13:00:00-03:00,7.159,3.88,22.06
2025-05-25 13:15:00-03:00,7.166,4.02,21.19
2025-05-25 13:30:00-03:00,7.167,4.61,21.24
2025-05-25 13:45:00-03:00,7.213,3.72,21.14
2025-05-25 14:00:00-03:00,7.147,3.25,21.22
2025-05-25 14:15:00-03:00,7.208,4.58,20.93
2025-05-25 14:30:00-03:00,7.194,3.59,20.63
2025-05-25 14:45:00-03:00,7.189,4.33,20.53
2025-05-25 15:00:00-03:00,7.182,3.64,20.32
2025-05-25 15:15:00-03:00,7.261,3.93,20.65
2025-05-25 15:30:00-03:00,7.29,3.97,20.03
2025-05-25 15:45:00-03:00,7.234,3.69,20.44
2025-05-25 16:00:00-03:00,7.235,4.3,20.17
2025-05-25 16:15:00-03:00,7.217,3.77,20.41
2025-05-25 16:30:00-03:00,7.173,3.91,20.05
2025-05-25 16:45:00-03:00,7.226,3.81,20.26
2025-05-25 17:00:00-03:00,7.131,4.35,20.04
2025-05-25 17:15:00-03:00,7.18,3.43,20.02
2025-05-25 17:30:00-03:00,7.239,3.56,19.97
2025-05-25 17:45:00-03:00,7.12,4.65,20.18
2025-05-25 18:00:00-03:00,7.276,3.3,19.63
2025-05-25 18:15:00-03:00,7.202,4.81,19.89
2025-05-25 18:30:00-03:00,7.168,4.31,20.06
2025-05-25 18:45:00-03:00,7.251,3.63,19.98
2025-05-25 19:00:00-03:00,7.275,3.6,19.99
2025-05-25 19:15:00-03:00,7.213,4.07,20.34
2025-05-25 19:30:00-03:00,7.148,4.58,19.95
2025-05-25 19:45:00-03:00,7.176,5.07,20.45
2025-05-25 20:00:00-03:00,7.237,4.05,20.44
2025-05-25 20:15:00-03:00,7.129,4.15,20.51
2025-05-25 20:30:00-03:00,7.173,4.22,20.46
2025-05-25 20:45:00-03:00,7.234,3.58,20.43
2025-05-25 21:00:00-03:00,7.148,4.17,20.74
2025-05-25 21:15:00-03:00,7.156,4.19,20.75
2025-05-25 21:30:00-03:00,7.199,4.75,21.03
2025-05-25 21:45:00-03:00,7.108,4.25,20.84
2025-05-25 22:00:00-03:00,7.274,3.2,21.03
2025-05-25 22:15:00-03:00,7.107,3.93,21.35
2025-05-25 22:30:00-03:00,7.157,4.49,21.8
2025-05-25 22:45:00-03:00,7.17,3.56,21.33
2025-05-25 23:00:00-03:00,7.235,4.28,21.17
2025-05-25 23:15:00-03:00,7.256,4.2,21.62
2025-05-25 23:30:00-03:00,7.24,4.87,21.48
2025-05-25 23:45:00-03:00,7.214,3.65,22.31
2025-05-26 00:00:00-03:00,7.224,4.93,21.66
2025-05-26 00:15:00-03:00,7.229,3.58,22.02
2025-05-26 00:30:00-03:00,7.195,3.46,22.19
2025-05-26 00:45:00-03:00,7.109,3.91,22.35
2025-05-26 01:00:00-03:00,7.242,4.33,22.69
2025-05-26 01:15:00-03:00,7.259,3.54,22.05
2025-05-26 01:30:00-03:00,7.171,3.87,22.85
2025-05-26 01:45:00-03:00,7.223,4.43,22.89
2025-05-26 02:00:00-03:00,7.158,4.79,22.83
2025-05-26 02:15:00-03:00,7.31,4.39,23.19
2025-05-26 02:30:00-03:00,7.254,4.46,22.91
2025-05-26 02:45:00-03:00,7.2,3.35,23.26
2025-05-26 03:00:00-03:00,7.259,3.59,23.08
2025-05-26 03:15:00-03:00,7.24,4.29,23.48
2025-05-26 03:30:00-03:00,7.226,4.46,23.56
2025-05-26 03:45:00-03:00,7.204,3.46,23.44
2025-05-26 04:00:00-03:00,7.273,3.92,23.83
2025-05-26 04:15:00-03:00,7.165,4.09,23.68
2025-05-26 04:30:00-03:00,7.131,4.26,23.52
2025-05-26 04:45:00-03:00,7.311,3.98,23.84
2025-05-26 05:00:00-03:00,7.284,3.43,24.14
2025-05-26 05:15:00-03:00,7.112,3.71,23.85
2025-05-26 05:30:00-03:00,7.174,4.05,24.09
2025-05-26 05:45:00-03:00,7.275,3.83,24.32
2025-05-26 06:00:00-03:00,7.198,3.96,24.15
2025-05-26 06:15:00-03:00,7.256,4.16,24.05
2025-05-26 06:30:00-03:00,7.278,4.21,23.73
2025-05-26 06:45:00-03:00,7.117,3.54,23.81
2025-05-26 07:00:00-03:00,7.122,2.83,23.92
2025-05-26 07:15:00-03:00,7.23,4.03,24.23
2025-05-26 07:30:00-03:00,7.182,3.74,23.84
2025-05-26 07:45:00-03:00,7.254,3.65,23.49
2025-05-26 08:00:00-03:00,7.193,3.75,24.0
2025-05-26 08:15:00-03:00,7.207,3.11,23.71
2025-05-26 08:30:00-03:00,7.296,4.4,23.64
2025-05-26 08:45:00-03:00,7.157,3.85,23.5
2025-05-26 09:00:00-03:00,7.153,4.06,23.3
2025-05-26 09:15:00-03:00,7.228,4.21,23.13
2025-05-26 09:30:00-03:00,7.257,3.42,23.35
2025-05-26 09:45:00-03:00,7.254,3.34,23.01
2025-05-26 10:00:00-03:00,7.216,4.19,22.45
2025-05-26 10:15:00-03:00,7.169,3.93,22.77
2025-05-26 10:30:00-03:00,7.093,3.8,22.89
2025-05-26 10:45:00-03:00,7.293,3.54,23.14
2025-05-26 11:00:00-03:00,7.159,3.76,22.35
2025-05-26 11:15:00-03:00,7.106,4.48,22.09
2025-05-26 11:30:00-03:00,7.253,3.9,22.17
2025-05-26 11:45:00-03:00,7.22,3.1,21.92
2025-05-26 12:00:00-03:00,7.17,4.27,21.87
2025-05-26 12:15:00-03:00,7.266,4.17,21.87
2025-05-26 12:30:00-03:00,7.108,3.69,21.96
2025-05-26 12:45:00-03:00,7.262,3.7,21.85
2025-05-26 13:00:00-03:00,7.166,3.79,21.16
2025-05-26 13:15:00-03:00,7.172,4.12,21.38
2025-05-26 13:30:00-03:00,7.239,3.02,21.21
2025-05-26 13:45:00-03:00,7.227,3.62,21.2
2025-05-26 14:00:00-03:00,7.235,3.88,20.84
2025-05-26 14:15:00-03:00,7.222,2.86,20.9
2025-05-26 14:30:00-03:00,7.269,4.91,20.39
2025-05-26 14:45:00-03:00,7.19,3.82,20.69
2025-05-26 15:00:00-03:00,7.119,3.94,20.39
2025-05-26 15:15:00-03:00,7.198,4.03,20.41
2025-05-26 15:30:00-03:00,7.168,3.42,20.29
2025-05-26 15:45:00-03:00,7.182,3.46,20.29
2025-05-26 16:00:00-03:00,7.153,3.53,20.19
2025-05-26 16:15:00-03:00,7.149,3.1,20.38
2025-05-26 16:30:00-03:00,7.219,4.48,20.74
2025-05-26 16:45:00-03:00,7.225,4.65,20.09
2025-05-26 17:00:00-03:00,7.292,4.04,20.03
2025-05-26 17:15:00-03:00,7.208,3.02,19.8
2025-05-26 17:30:00-03:00,7.122,4.46,20.13
2025-05-26 17:45:00-03:00,7.214,4.15,20.04
2025-05-26 18:00:00-03:00,7.154,3.66,19.73
2025-05-26 18:15:00-03:00,7.168,4.25,19.78
2025-05-26 18:30:00-03:00,7.162,4.29,19.98
2025-05-26 18:45:00-03:00,7.171,4.11,19.85
2025-05-26 19:00:00-03:00,7.095,4.25,19.88
2025-05-26 19:15:00-03:00,7.23,3.1,19.84
2025-05-26 19:30:00-03:00,7.2,4.41,20.33
2025-05-26 19:45:00-03:00,7.214,3.83,20.16
2025-05-26 20:00:00-03:00,7.155,3.81,19.97
2025-05-26 20:15:00-03:00,7.2,4.39,20.22
2025-05-26 20:30:00-03:00,7.246,3.45,20.28
2025-05-26 20:45:00-03:00,7.185,4.15,20.47
2025-05-26 21:00:00-03:00,7.285,3.63,20.61
2025-05-26 21:15:00-03:00,7.202,3.84,20.51
2025-05-26 21:30:00-03:00,7.185,3.43,20.84
2025-05-26 21:45:00-03:00,7.242,3.48,20.59
2025-05-26 22:00:00-03:00,7.173,3.1,21.18
2025-05-26 22:15:00-03:00,7.187,4.04,21.04
2025-05-26 22:30:00-03:00,7.202,4.0,21.31
2025-05-26 22:45:00-03:00,7.186,4.04,21.54
2025-05-26 23:00:00-03:00,7.211,4.36,21.55
2025-05-26 23:15:00-03:00,7.218,5.48,21.85
2025-05-26 23:30:00-03:00,7.205,4.55,21.44
2025-05-26 23:45:00-03:00,7.165,3.57,21.86
